Link,Title,Location,Salary,Summary
https://kr.indeed.com/viewjob?jk=d9446e806f438176,Junior Marketer,Success Korea 서울,,Strong analytic and critical thinking skills - Mid/long- term strategy set up support - CRM data analysis [자격요건] - Good...
https://kr.indeed.com/viewjob?jk=fcc3317e06df1607,"Head of Alliance, Marketing & Commercial...",Sandoz 서울,,"contribution at company level, - Develop mid/long- term growth plan - Explore business opportunities to maximize commercial..."
https://kr.indeed.com/viewjob?jk=1ff7e8b6a54b47a2,Insight & Planning Manager,Success Korea 서울 삼성역,,insights & planning agenda 1. Help develop the medium to long term strategies to achieve business goals... Develop where...
https://kr.indeed.com/viewjob?jk=1d248f9fb8119ebc,외국계 IT 기업 - AE (Account Executive),Success Korea 서울 강남구,,line knowledge. - Ability to develop long- term strategic and executive level... develop long- term strategic and executive...
https://kr.indeed.com/viewjob?jk=49c43db2b845f370,Teaching Business Communication Skills f...,Speaking Proficiency Enhancement Program 대한민국,,"2020 ~ February 2021 (at SPEP Apgujeong Center, Seoul) Short- term (4-month) contract available [Salary] Based on 160..."
https://kr.indeed.com/viewjob?jk=a0dca4be45406e2f,Sr. HR Generalist,Success Korea 서울 강남구,,2014 June... launched - Global Project... fixed term 6) Any other tasks related HR management issues assigned by HR...
https://kr.indeed.com/viewjob?jk=890f9c60c6a3a41a,Sales Manager,Success Korea 서울 여의도역 +1 지역,,account... malls of product order. D. Build strong and long- term relationship... line malls especially social...
https://kr.indeed.com/viewjob?jk=7833502ab849fe93,Public Sector Education Account Executiv...,Amazon Web Services Korea LLC 서울,,prospects in order to build long- term business opportunity. You’ll also work... Develop long- term strategic partnerships...
https://kr.indeed.com/viewjob?jk=e74dcb5febca864c,Account Manager Renewals,GlobalData Plc. 서울,,growth. • Prepare Account plans with short and longer term revenue goals to leverage the full potential of our range...
https://kr.indeed.com/viewjob?jk=28959b91f565de1e,외국 상용차 재무기획(차장급),Success Korea 경기도 용인,,have a responsibility of company strategy for both short- term and long- term... Directly report to controller for various...
https://kr.indeed.com/viewjob?jk=c849c4f645e67a0b,"Director, Software Engineering",Nike 4.2 서울,,"product lifecycle process to help plan for near, mid and long term capability delivery and facilitate trade off discussions..."
https://kr.indeed.com/viewjob?jk=38a440b6ec1ea173,Regulatory Affairs Specialist,IDEXX 서울 강남구,,Legal Affairs team to support the creation of long- term value for IDEXX by ensuring product compliance with regulatory...
https://kr.indeed.com/viewjob?jk=daea6a267e16f0ec,Marketing Manager - Korea - Field Market...,Aveva 서울,,Korea’s business vision for short terms (2-3 year) and longer term (>3 years) Tactical (i.e. Demand/Pipeline Generation...
https://kr.indeed.com/viewjob?jk=e70f2ca2f79ff9e3,Server Build Technician (Seoul),"SoftLayer Technologies, Inc. 서울",,who have 1 year of working experience or related educational qualifications are encouraged to apply Fixed Term Contract
https://kr.indeed.com/viewjob?jk=c2c9cde027fe4414,[이태리계 포워딩] 포워딩 영업 경력직원(7년 이상),사비노델베네코리아 서울 강서구,,willingness to go the extra mile for customers and build long term relationships ● Driver’s license... ability to travel...
https://kr.indeed.com/viewjob?jk=9393c21bffe1fda8,PHILEO INTERNATIONAL ACADEMY,Phileo International Academy 경기도 수원,,living in Korea. Contract Information: 1. Contract Term: 1 year (renewable based on performance) 2. Salary: Negotiable...
https://kr.indeed.com/viewjob?jk=b2d39fe3f1aedc0b,Partnerships Manager - Key Account - Kor...,Bytedance 서울,,functional teams to improve the efficiency and build long term growth. 1. BA/BS degree or above. 2. 4-10 years of overall...
https://kr.indeed.com/viewjob?jk=5eca5e238033d07e,Enterprise Account Manager,Hewlett Packard Enterprise 3.8 서울,,"medium, and long term. When appropriate... Able to efficiently deliver on short term sales engagements and objectives..."
https://kr.indeed.com/viewjob?jk=eeee68d268934495,PM(Project Management),Success Korea 대한민국,,Job Development & Utilization Short- Term Plan (2~3 years) - SAIT102 Programme... Utilization Short- Term Plan (2~3 years...
https://kr.indeed.com/viewjob?jk=d79f5469ec97756b,Senior Business Analyst (GO Program Stra...,Coupang 3.0 서울,,"from finance & business perspectives, including annual/long- term planning to daily/weekly/monthly/quarterly reviews, bringing..."
https://kr.indeed.com/viewjob?jk=d1d9931658bcc38c,Manager People & Culture - Operations Ya...,Philip Morris International 4.3 대한민국,,DAY’ • Strategy Development & Deployment - Ensure long term P&C Strategic Priorities are defined and agreed with respective...
https://kr.indeed.com/viewjob?jk=540f40a6a2bde9cf,Client Manager,dunnhumby 서울,,edge techniques on projects... have both short and long- term impact. You'll work within a fast-paced client leadership...
https://kr.indeed.com/viewjob?jk=03b58466d264a0b3,LE AE (차장급),Success Korea 서울 강남구,,line knowledge. ? Ability to develop long- term strategic and executive level... develop long- term strategic and executive...
https://kr.indeed.com/viewjob?jk=f5010a5cc64c5fc8,Education Services Specialist,US Department of the Army 4.3 대한민국,,disabilities Land & base management Certain current or former term or temporary federal employees of a land or base...
https://kr.indeed.com/viewjob?jk=5befb6e3bc29298e,"Technical Specialist, Professional Servi...",Google 4.3 서울,,customers attain... business goals while building long- term capabilities. Behind every advertising campaign at Google...
https://kr.indeed.com/viewjob?jk=0dab6bec07d1638c,"Director, Publisher Development South Ko...",PubMatic 서울,,"responsible for establishing, long- term, mutually beneficial partnerships... closing long- term mobile relationships..."
https://kr.indeed.com/viewjob?jk=c71815e0cf7a7d50,Advocacy Clinical Counselor & SARC,US Department of the Navy 대한민국,,"assessments, develops and executes short- term solution focused clinical counseling... life insurance, long- term disability..."
https://kr.indeed.com/viewjob?jk=227c1ca4cfef2be5,Sr. Instock Planning Specialist(Innovati...,Coupang 3.0 서울,,providing information through mid/long- term inventory planning Establish strategies... do? Mid/Long Term Inventory Planning OOS...
https://kr.indeed.com/viewjob?jk=35eb740ab7b0db30,Maintenance Manager,Avery Dennison 대한민국,,other protected status.* 직무 설명 Set up vision/policies/long term plan to improve maintenance organization Supervise/lead...
https://kr.indeed.com/viewjob?jk=15af3dddb2cc8813,Territory Sales Manager- NGS,Integrated DNA Technologies (IDT) 경기도,,client relationship by understanding both short- term and long- term needs/goals for optimal positioning of IDT’s products...
https://kr.indeed.com/viewjob?jk=33df7879ef267948,"Sales, Intermediate G",Keysight Technologies 서울,,maintaining... satisfaction. Maintains positive ongoing long- term relationships with key customers. Interprets customer...
https://kr.indeed.com/viewjob?jk=fde64e6948e8cdfa,PM-oncology,Success Korea 서울,,"brands marketing issues... achievement of short and long term business objectives, increased profit, and market control..."
https://kr.indeed.com/viewjob?jk=093238f67e9a627b,In-Country Sales Executive,Eurocentres 대한민국,,discussions and contract negotiations Develop long- term strategic relationships with key agents Responsible to develop...
https://kr.indeed.com/viewjob?jk=f8959a77197be4e9,Account Manager- MM,TikTok 서울,,"Conduct regular business reviews and take a consultative, long- term approach to build productive relationships with clients..."
https://kr.indeed.com/viewjob?jk=2b7a376abaff07b4,Industry Consultant_Financial Service,IBM 3.9 서울,,Deliver signings both quarterly and against a longer- term plan Required Technical and Professional Expertise - Demonstrated...
https://kr.indeed.com/viewjob?jk=5b6f23be69aabd04,GSF/R&D Controller,Sanofi 4.1 서울,,"JOB PURPOSE/PRIORITIES Plan, monitor & control the short and mid- term business financial performance in close relationship..."
https://kr.indeed.com/viewjob?jk=6cee2d8f9f26bf34,"Primary Support Engineer, Oracle Technol...","Rimini Street, Inc. 대한민국",,"focus on customer support... ability to build long term, successful working relationships with Clients Good knowledge..."
https://kr.indeed.com/viewjob?jk=8e0985fa8b9d84ac,Sr. Global Program Manager,Coupang 3.0 서울,,"Customer."" Never sacrifices customer experience for short- term goal Is able to conceive new ideas and experimentations..."
https://kr.indeed.com/viewjob?jk=97549010d9fef76e,Account Manager- MM,Bytedance 서울,,"Conduct regular business reviews and take a consultative, long- term approach to build productive relationships with clients..."
https://kr.indeed.com/viewjob?jk=05e088613cb78d00,Family Advocacy Program Specialist,US Department of the Army 4.3 대한민국,,disabilities Land & base management Certain current or former term or temporary federal employees of a land or base...
https://kr.indeed.com/viewjob?jk=603d7115c880c307,Finance Controller,Diageo 4.0 서울,,process with business partners... context... longer term strategic business unit goals... external environment...
https://kr.indeed.com/viewjob?jk=f2840e317599db6e,License Compliance Sales Executive - Kor...,Autodesk 4.1 서울,,channel BUDGET Strategically monitor and review long term goals... program and ensure campaigns are executed within...
https://kr.indeed.com/viewjob?jk=25a21ebfa5410f05,eBeam System Engineer for R&D Extension...,Applied Materials Inc. 경기도 화성,,PDC’s technology team is working on numerous short and long term tasks designed to optimize the performance... current...
https://kr.indeed.com/viewjob?jk=73c248d441758735,Edge Services Sales Rep - Amazon Web Ser...,Amazon Web Services Korea LLC 서울,,forecast and various business reports. · Develop long- term strategic relationships with key accounts. · Ensure customer...
https://kr.indeed.com/viewjob?jk=5eca0ea9fc4eac1a,"Head of Apps, Online Partnerships (Engli...",Google 4.3 서울,,trying to exceed... expectations and strengthen our long- term partner relationships. Our team helps grow Google's business...
https://kr.indeed.com/viewjob?jk=462486faa6c80571,Media Sales Director - Korea,Taboola 서울,,Work closely with our Account Managers to manage long- term relationships with our clients. Convey feedback from clients...
https://kr.indeed.com/viewjob?jk=4ad2184003a14962,Channel Account Manager,TeamViewer GmbH 서울,,"development... partners, assisting them in developing a long- term successful strategy for achieving... business..."
https://kr.indeed.com/viewjob?jk=4fcc3e7ea8421d49,"Practice Manager, Professional Services...",Amazon Web Services Korea LLC 서울,,disciplined team of direct reports. The PM will develop a long term Professional Services territory strategy and execute...
https://kr.indeed.com/viewjob?jk=52a593e64d404756,Mid-Market Sales Engineer,DataDog 대한민국 +1 지역,,continues to innovate... well positioned... long term. Equal Opportunity at Datadog: Datadog is an Affirmative...
https://kr.indeed.com/viewjob?jk=9731066390d6def9,Senior Instock Planning Specialist (Fres...,Coupang 3.0 서울,,norms) Network DOC design for long term space planning Inventory health policy... Inventory planning long term strategy...
https://kr.indeed.com/viewjob?jk=5743ac9994f521bb,Facility Operations Specialist,US Department of the Army 4.3 대한민국,,Land & base management Certain current or former term or temporary federal employees of a land or base management agency...
https://kr.indeed.com/viewjob?jk=1c40f73810ab431f,Key Account Manager - Korea,Kerry 서울,,setting an obvious sales plan and goal for short term and long term •Provide sales forecast... relative departments...
https://kr.indeed.com/viewjob?jk=ea0c2fd84510e26c,Sales Engineer and Area Manager for Kore...,Opto Engineering 서울,,등) 사이의 인터페이스 역할 Your responsibilities: build and develop long- term relationships with customers within a defined sales area...
https://kr.indeed.com/viewjob?jk=b2a8f1b8032dba2a,"Growth Partner Development Manager, Smal...",Google 4.3 서울,,"partner recruitment activities to create and maintain a long- term, scalable, channel model. Leverage internal resources..."
https://kr.indeed.com/viewjob?jk=5ad2ea0313301e31,New Business Developer,Glass Substrates for TFT-LCDs 대한민국,,development of technology and capabilities to support the long term needs... business -Collaborate... business unit...
https://kr.indeed.com/viewjob?jk=8f8d21f9934449d6,RLT Key Account Manager,Novartis 서울,,customer contact... charge of forging long- term business relationships with key decision-makers and influencers...
https://kr.indeed.com/viewjob?jk=d41498e960612542,"Senior Talent Acquisition Specialist, Ko...",Medtronic 3.9 서울,,solutions that address business Talent needs (short and long term). To ensure... Company’s agreed quality standards...
https://kr.indeed.com/viewjob?jk=772273e6069c49df,Organon-PV & Regulatory Affairs Lead,MSD 서울,,PV short and long- term country/country... responsible for both short and long- term budget planning including regulatory...
https://kr.indeed.com/viewjob?jk=e0fde70909c9d3ee,"Head of HR, Korea - Amazon Web Services,...",Amazon Web Services Korea LLC 서울,,execution of AWS HR short- term and long- term plans based on Global and Regional HR... plan... long term. ESSENTIAL DUTIES...
https://kr.indeed.com/viewjob?jk=b40b62ba74332e3c,International Relations Specialist,US Department of the Army 4.3 서울,,Land & base management Certain current or former term or temporary federal employees of a land or base management agency...
https://kr.indeed.com/viewjob?jk=2404dea3c623c663,L'Atelier | Senior Digital Media Manager,Mindshare 서울,,Grow team’s strategic capabilities and develop sound long term strategic plans for all the key brands. What you will need...
https://kr.indeed.com/viewjob?jk=80177c77e3ff6abf,Assistant Finance Manager(대리-과장급),Success Korea 서울 서울역,,Reconciling payroll taxes and employee insurances -Long term deposit payables & customer credit management -AR collection...
https://kr.indeed.com/viewjob?jk=e9f52e8e3de52a42,Transition Services Specialist,US Department of the Army 4.3 대한민국,,Land & base management Certain current or former term or temporary federal employees of a land or base management agency...
https://kr.indeed.com/viewjob?jk=cbc38da7d3b7c9de,외국계 의료기기 반도체 기업 Senior Application Engin...,Success Korea 서울 마포구,,local customers... accounts for both short term and long term requirements and goals of customers. [자격요건] Fleunt English...
https://kr.indeed.com/viewjob?jk=141de932f84eadb7,Senior AE (MBU) 모집,Success Korea 서울 강남구,,our customers in ways that would lead to long term business relationships and long term business growth ? Review customers...
https://kr.indeed.com/viewjob?jk=0ad3b488cf365745,Sale Team Leader (부장),Success Korea 서울 강남구,,"practices, determine best sales structures and define long- term sales goals... strategies needed to achieve... goals..."
https://kr.indeed.com/viewjob?jk=22058b23e24e39f5,Senior Finance manager(상무),Success Korea 경기도 화성,,"strategy into actionable objectives (short, medium and long- term). - Team player... flexible & pro-active attitude..."
https://kr.indeed.com/viewjob?jk=2a21ebe52ad78c8e,Snack Brand Manager,Success Korea 서울,,assigned marketing projects to achieve annual and long term marketing objectives. 2) Working Relationships: Works closely...
https://kr.indeed.com/viewjob?jk=075abc31f2654d16,Product Marketing Manager (SDA),Success Korea 대한민국,,Secure mid/long term product portfolio... thorough execution. Secure mid/long term product portfolio to fulfill local...
https://kr.indeed.com/viewjob?jk=35557823eda0431d,Inside Sales Account Mgmt II (대리급),Success Korea 서울,,multiple stakeholders. - Effectively balances short term and long term priorities. - Develops and implements account plans...
https://kr.indeed.com/viewjob?jk=8dfd86d68fb9b1c3,외국계 IT 기업 - Account Executive (네트웍 영업),Success Korea 서울 강남구,,skills. 8. Ability to develop long- term strategic and executive level relationships... develop long- term strategic and executive...
https://kr.indeed.com/viewjob?jk=bb6dc606770ebb4e,Senior SR - 종병 이비인후과,Success Korea 서울,,"financial goals... business. ? Develop short- term and long- term marketing strategy, execute marketing plans through..."
https://kr.indeed.com/viewjob?jk=91cc6b013418f02e,Brand Manager-Kids Primary Function,Success Korea 서울,,assigned marketing projects to achieve annual and long term marketing objectives. 2) Working Relationships - Works closely...
https://kr.indeed.com/viewjob?jk=3f20a910683d6e8b,KAO- CHC (=OTC),Success Korea 서울,,Co-work with w/s team in BO to control contracted deal term i.e. money collecting - Updating new product launch information...
https://kr.indeed.com/viewjob?jk=4d7abadc31a934a5,OEM Sales Manager,Success Korea 서울 상암동,,"via price changes or share gain. ? Building strong, long- term customer relationships, based on value... help contribute..."
https://kr.indeed.com/viewjob?jk=b136ac78e92e8839,Inside Sales Account Mgmt III (과장급),Success Korea 서울,,multiple stakeholders. - Effectively balances short term and long term priorities. - Develops and implements account plans...
https://kr.indeed.com/viewjob?jk=880defdef436a99e,Customer Success Specialist (CSS) - Cros...,Cisco Systems 4.1 서울,,"tactical and strategic deployment decisions and track long term business outcomes Collaborate with Account teams, Customer..."
https://kr.indeed.com/viewjob?jk=e22e40671883ff75,Lead Sales Rep,Success Korea 서울 강남구,,"achieve financial goals... business. Develop short- term and long- term marketing strategy, execute marketing plans through..."
https://kr.indeed.com/viewjob?jk=5346922408eee45f,Product Specialist(ASAP),Success Korea 서울 서초구,,"implement cohesive sales and marketing plans to pursue long term growth and brand development in Korea ? Select, engage..."
https://kr.indeed.com/viewjob?jk=f8d919ed86054fde,Account Manager,Success Korea 서울,,벌회사) 업무내용/자격요건 담당직무 -You build and further develop strong long- term relationships with our advertising partners -You monitor...
https://kr.indeed.com/viewjob?jk=0175294332de1c12,Business Development Representative II,Oracle 3.8 서울,,products preferred. Desire... long- term career in sales preferred. Two years... Desire... long- term career in sales...
https://kr.indeed.com/viewjob?jk=7018842f381480e1,Pharmacy Sales Representative (4~7년차),Success Korea 서울,,based on efficient paper work - Long- term career aspiration fits the organization... paper work - Long- term career aspiration...
https://kr.indeed.com/viewjob?jk=8b364abc6923453e,Sales Director for EMI Shield,Success Korea 경기도 수원,,"term relation at various levels and disciplines, in order to maximize the value (top- and bottom-line) of short & long term..."
https://kr.indeed.com/viewjob?jk=a550271f7496c9be,Senior Client Lead,dunnhumby 서울,,edge techniques on projects... have both short and long- term impact. You'll work within a fast-paced client leadership...
https://kr.indeed.com/viewjob?jk=3bada37de786abe2,Corporate English Trainer for Business C...,Speaking Proficiency Enhancement Program 경기도 용인,,"2020 ~ February 2021 (at SPEP Apgujeong Center, Seoul) Short- term (4-month) contract available [Salary] Based on 160..."
https://kr.indeed.com/viewjob?jk=716c453c7acae35a,Sales Planning Manager,Success Korea 대한민국,,status. 2)Annual Sales Planning & Budget Planning based on Mid- term plan and market status. 3)New Business project planning...
https://kr.indeed.com/viewjob?jk=3d0c13d384c9507c,Head Of Product Marketing Manager,Success Korea 서울,,total VC -P&L responsibility... VC category -Mid/long term product portfolio development/management. -Work closely...
https://kr.indeed.com/viewjob?jk=031f10a1cff45f7f,MD채용팀장,Success Korea 서울 삼성동,,접한 커뮤니케이션을 통한 채용 방향성 제시 - Key Position 인력 및 후보군과의 short/long term 네트워킹 [자격요건] - 채용 또는 HRM 경력 10년 ~15년 - 정보 수집 활동을 기반으로 하여 다양...
https://kr.indeed.com/viewjob?jk=e1943cc89efb922b,Service Engineer (RSC),Success Korea 서울,,"repair, troubleshooting, etc.) - Onsite support for long- term projects inside and outside of Korea - Technical indoor support..."
https://kr.indeed.com/viewjob?jk=61c290bc83dd2dca,Group Product Manager (부장급),Success Korea 서울 여의도역,,Main responsibility: Contribute to achieve short & long term sales/profit and brand growth by establishing & implementing...
https://kr.indeed.com/viewjob?jk=7fae74ec5b74f9e7,"Partner Account Manager, Korea - Games",Unity Technologies 서울,,"responsible for building, maintaining, and managing long- term relationships with Unity's current and prospective channel..."
https://kr.indeed.com/viewjob?jk=722b9a70b7aa4023,Service Engineer,Success Korea 서울,,"repair, troubleshooting, etc.) - Onsite support for long- term projects inside and outside of Korea - Technical indoor support..."
https://kr.indeed.com/viewjob?jk=2c54d2725bac6eb7,Senior Clinical Team Lead,Covance 서울,,"Covance Project Manager, you can expect to: Build a long- term career path as you join a PM team where more than 50% have..."
https://kr.indeed.com/viewjob?jk=e7cd79ac20ec09ff,Congressional Affairs Specialist,US Department of the Army 4.3 대한민국,,Land & base management Certain current or former term or temporary federal employees of a land or base management agency...
https://kr.indeed.com/viewjob?jk=8ac2dfcab1e50de7,외국계 자동차 부품사 프로젝트 구매 (대리 ~ 과장 초),Success Korea 경기도 수원,,"stage to EOP ? Support sourcing strategies with long- term, preferred suppliers. ? Takes the lead for supplier selection..."
https://kr.indeed.com/viewjob?jk=c3bec88a0583d61f,E-Commerce Manager,Success Korea 서울 강남구,,소비재사 업무내용/자격요건 담당직무 E-Commerce Strategy - Develop mid to long- term corporate e-business and relationshipmarketing strategies...
https://kr.indeed.com/viewjob?jk=05e6ab8bc445e2b1,Demand Planner,Success Korea 서울,,Sales Forecast (SFC... inputs from sales (short term) and marketing (long term) and challenges the SFC in order to get...
https://kr.indeed.com/viewjob?jk=644c195d1e3f7824,메이크업화장품PR,Success Korea 서울 강남구,,채널 화장픔 브랜드) Key Job Accountabilities Develop short- term/ long- term communication strategy and execute strategic PR campaigns...
https://kr.indeed.com/viewjob?jk=25b2a147c6b3d3d5,HR BP (Business Partner)_ASAP,Success Korea 대한민국,,strategic directions... mid-to-long- term needs... respective organization... mid-to-long- term business needs. Champion...
https://kr.indeed.com/viewjob?jk=3425b035e5af9da6,[ASAP] Demand Planner,Success Korea 서울,,Sales Forecast (SFC... inputs from sales (short term) and marketing (long term) and challenges the SFC in order to get...
https://kr.indeed.com/viewjob?jk=453059a96c4cb537,KR_HP_MSL_oncology,Boehringer Ingelheim 4.1 대한민국,,"animals... family owned company, we focus on long- term performance. We believe... we have talented and ambitious..."
https://kr.indeed.com/viewjob?jk=f7390c2adfa48302,Senior Sales Rep- Sports medicine,Success Korea 서울,,financial goals... business. Establish short and long term sales strategy and forecasts... local Seoul/Gyunggi...
https://kr.indeed.com/viewjob?jk=68e584fc44c1d706,"Sales Executive (차,부장급)",Success Korea 대한민국,,presentation and negotiation skills. - Ability to develop long- term strategy with customer. [자격요건] - 관련분야 경력 10~15년 - 학사 이상...
https://kr.indeed.com/viewjob?jk=29ec70525e309417,글로벌 E-Commerce 팀장 채용,Success Korea 서울 강남구,,business plans that result... establishment of a long term interactive... consumer - Develop a plan and Lead global...
https://kr.indeed.com/viewjob?jk=1287d3185f14d539,Sales Rep II,Success Korea 경기도,,financial goals... business. ? Establish short and long term sales strategy and forecasts... local Seoul/Gyunggi...
https://kr.indeed.com/viewjob?jk=2c529e9ee5ccb86b,Marketing specialist,Success Korea 서울 삼성동,,"timeline for continuous business growth ? Develop short- term and long- term marketing strategy, including new product launch..."
https://kr.indeed.com/viewjob?jk=52e86dd51d9d9d2c,Category Manager,Success Korea 서울 강남구,,RESPONSIBILITIES/ACCOUNTABILITIES - Establish and manage a long term product strategy plan for concerned categories. - Define...
https://kr.indeed.com/viewjob?jk=36f71e01a8d80aa8,Account Executive II (부장급),Success Korea 서울,,skills. 8. Ability to develop long- term strategic and executive level relationships... develop long- term strategic and executive...
https://kr.indeed.com/viewjob?jk=ffe90fface49bab0,Customer Success Specialist (CSS) - Inte...,Cisco Systems 4.1 서울,,make tactical and strategic deployment decisions and track long term business outcomes Drive adoption and expansion of Cisco...
https://kr.indeed.com/viewjob?jk=ed242677d8f12463,Marketing Manager (차-부장급),Success Korea 서울 여의도역,,"drive world class implementation to achieve long-, mid- and short term objectives... brands [자격요건] - 10~13 years of work..."
https://kr.indeed.com/viewjob?jk=c2c9cde027fe4414,[이태리계 포워딩] 포워딩 영업 경력직원(7년 이상),사비노델베네코리아 서울 강서구,,willingness to go the extra mile for customers and build long term relationships ● Driver’s license... ability to travel...
https://kr.indeed.com/viewjob?jk=1f0b29d4dfcfd8c9,HR Manager,Burberry 서울,,mindset is core to our business and key to our long- term success. JOB PURPOSE As an ambassador... company’s culture you...
https://kr.indeed.com/viewjob?jk=812765cc7ce11b5d,Corporate English Trainer Needed Short-T...,Speaking Proficiency Enhancement Program 대한민국,,"December 2020 (at SPEP Apgujeong Center, Seoul) Short- term (4-month) contract available [Salary] Based on 160 teaching..."
https://kr.indeed.com/viewjob?jk=e329b7aeede82a75,Senior Finance Manager,The Clorox Company 서울,,"Management Unit (PMU) Lead long term strategic planning process including... team, Lead the short term planning..."
https://kr.indeed.com/viewjob?jk=11eaa9b830aee0f5,"Senior Manager, Public Policy - Korea",Twitter 서울,,Extraordinary skills working with multiple teams on long term and ad-hoc projects High fluency in social media and high...
https://kr.indeed.com/viewjob?jk=a82936215c2c3229,Director of Sales,"Marriott International, Inc 4.1 인천 +1 지역",,"related... sales function... focus on building long- term, value-based customer relationships that enable achievement..."
https://kr.indeed.com/viewjob?jk=71b9593206038392,"Area Sales Manager, Consumer Sales",Apple 서울,,competition. You analyze the market and think beyond the short- term. You see the world through the eyes... customer...
https://kr.indeed.com/viewjob?jk=a6af373b62fbe30d,[Consumer Health] Project Management Spe...,Johnson & Johnson Family of Companies 4.2 충청북도 청주,,"Project Management Specialist - 근무지: 충북 청주시 - 근무형태: Fixed Term (계약직) [Summary... position is designed to plan, manage..."
https://kr.indeed.com/viewjob?jk=fdf4ea991aef7fbf,Digital Marketing Specialist (18-month c...,McKinsey & Company 4.3 서울,,"challenges faced by our clients... position... fixed term of 18 months... role, you will collaborate within..."
https://kr.indeed.com/viewjob?jk=e1c9fc6997571665,Product manager,MSD 서울,,delivery of short term Brand strategies... well... align to short/long term strategies across products. 5.Market...
https://kr.indeed.com/viewjob?jk=84166c0b01575b0a,[Janssen] Statistician,Johnson & Johnson Family of Companies 4.2 서울,,Janssen) - 포지션: Statistician - 근무지: 서울시 용산구 - 근무형태: 계약직 (Fixed- Term) - Leads in-house statistical and analytical services...
https://kr.indeed.com/viewjob?jk=d11001987c295ec1,"Part Time Victim Advocate, ADAVA",Magellan Health 대한민국,,offending caregivers about the dynamics and possible long- term consequences of child abuse Assess family needs and encourage...
https://kr.indeed.com/viewjob?jk=81e638df1fe15f7b,Position at April Chungdahm Pyeongchon B...,Chung Dahm Learning 4.0 대한민국,,average) all contracts... minimum one year term E2 sponsorship (we also accept those with F-visas) Requirements...
https://kr.indeed.com/viewjob?jk=b7c1e45d6719335e,금요일 저녁부터 주말수업 없는 좋은학원 수학 선생님,인하대역SDA삼육어학원 인천,"월급 2,500,000원","업은 없구요. 다만, 중고등학생 시험기간에는 일요일에 3회정도 진행합니다. 2개월마다 학원의 짧은 방학( term break)이 있어 재충전의 시간도 확보되어 있습니다. 강의하는 아이들 전문 수학 프로그램으로 1:1 개인..."
https://kr.indeed.com/viewjob?jk=73abff0f1c419230,Retail Standards & Operations Manager,Burberry 서울,,"mindset is core to our business and key to our long- term success. JOB PURPOSE RESPONSIBILITIES Supervise, implement..."
https://kr.indeed.com/viewjob?jk=437bec8b32923cde,"Operations Strategy Manager, Korea",Lime 서울,,industry Utilize operational data to develop short term and mid term business strategies Conduct complex analyses...
https://kr.indeed.com/viewjob?jk=d8bcbd6df58ed79b,Senior Marketing Specialist,Stryker 서울,,support for counterpart sales team to achieve short/long- term sustainable growth Build and conduct promotional action plan...
https://kr.indeed.com/viewjob?jk=19f0de5689014f8d,"App Specialist, Large Customer Sales (En...",Google 4.3 서울,,"perspective for product features and solutions to drive long- term success of our advertisers. Escalate product, process..."
https://kr.indeed.com/viewjob?jk=4733c382358be381,KR_AH_CA Administrator (Temp),Boehringer Ingelheim 4.1 대한민국,,"animals... family owned company, we focus on long- term performance. We believe... we have talented and ambitious..."
https://kr.indeed.com/viewjob?jk=f4575fd8d13aec0f,Store Manager,Versace 대한민국,,maintain a long term relationship... skills and ability to maintain long- term with clients and community and understands...
https://kr.indeed.com/viewjob?jk=e0b4483b280099e5,Executive/Senior Associate – Fund Manage...,Macquarie Group Limited 서울,,principal investment. Job no: MAM-954599 Work type: Fixed term Location: Seoul Category: Mid-level Group: Macquarie Asset...
https://kr.indeed.com/viewjob?jk=ffb3cac5db587e4a,Telco Business Development Management (P...,Hewlett Packard Enterprise 3.8 서울,,"customer, account team or partner on long- term basis across... entire enterprise... client leadership for long- term strategic..."
https://kr.indeed.com/viewjob?jk=ee81869b45fc6fa3,S4HANA Cloud ERP Lead-Korea,SAP 4.3 서울,,short and long term achievements... tactics to develop an effective long- term sales strategy and plan. - Demonstrates...
https://kr.indeed.com/viewjob?jk=e1e95be5da48420c,Registered Nurse,Conexus MedStaff 대한민국,,USA to work as a registered nurse in a U.S. hospital or long- term care facility. Benefits: Company pension Private medical...
https://kr.indeed.com/viewjob?jk=0f9b762e5d468542,CW-Associate Value Access,Amgen 서울,,"market access in South Korea Develop and manage long- term working relationships with industry, government and academics..."
https://kr.indeed.com/viewjob?jk=f0e0af48bc02207c,"IT Specialist (ERP, CRM) _ Junior",Thermo Fisher Scientific 3.5 서울,,"support the business process - Translate the demand... term... correct requirement with understanding, anticipating..."
https://kr.indeed.com/viewjob?jk=dee1c9e840dc5691,Dolby Client Technical Manager,Dolby 서울,,"needs, scoping out, evaluating and planning the mid- term and long- term new opportunities; Mainly supporting new Business..."
https://kr.indeed.com/viewjob?jk=e8de7c0fc2c04a0e,Project Manager - P2E,"Systek, Inc. 대한민국",,"package, including health, dental, life, disability, and long- term care insurance effective on an employee’s date of hire..."
https://kr.indeed.com/viewjob?jk=0fe20425215c7f55,Director Program management (Fresh Food)...,Coupang 3.0 서울,,near and long- term business strategies... risk... ability to resolve long term problems. Preferred Qualifications...
https://kr.indeed.com/viewjob?jk=23ff05d6199fcd7f,Senior Accountant,AESOP Corporate 서울,,"develop, document and drive accounting and financial reporting long term strategy, processes, and knowledge base; Formalize..."
